session_id,charger_id,city,connector_type,max_power_kw,location_type,start_time,end_time,energy_delivered_kwh,peak_power_kw,avg_power_kw,session_duration_min,soc_start,soc_end,month_year
07f4c2b9-6e9,EVC-SUR-0068,Surat,CHAdeMO,60,Mall,2024-11-02T19:04:00,2024-11-02T21:56:00,107.36,42.91,37.45,172,44,100,2024-11
4bde5686-258,EVC-BHA-0014,Bhavnagar,CHAdeMO,120,Office,2024-11-02T05:00:00,2024-11-02T08:55:00,290.18,84.37,74.09,235,38,61,2024-11
7dc4e243-878,EVC-JAM-0043,Jamnagar,Type2_AC,60,Office,2024-11-02T07:32:00,2024-11-02T11:02:00,179.67,58.57,51.33,210,47,100,2024-11
42239ab6-17d,EVC-BHA-0075,Bharuch,CHAdeMO,120,Residential,2024-11-02T14:57:00,2024-11-02T16:00:00,60.0,57.44,57.14,63,14,77,2024-11
0f417f48-ed0,EVC-JAM-0077,Jamnagar,CCS2,7.4,Highway,2024-11-02T03:17:00,2024-11-02T04:25:00,6.39,5.73,5.64,68,34,75,2024-11
d6905120-d14,EVC-MEH-0051,Mehsana,Type2_AC,22,Public,2024-11-02T19:43:00,2024-11-02T21:23:00,29.49,19.59,17.7,100,6,42,2024-11
02d558c6-22e,EVC-GAN-0081,Gandhinagar,Bharat_DC,150,Public,2024-11-02T00:20:00,2024-11-02T03:14:00,195.42,80.83,67.39,174,20,74,2024-11
a9286c7f-b52,EVC-RAJ-0037,Rajkot,Type2_AC,22,Public,2024-11-02T06:00:00,2024-11-02T08:43:00,49.79,21.63,18.33,163,24,56,2024-11
10e2ade2-a07,EVC-RAJ-0087,Rajkot,Type2_AC,7.4,Highway,2024-11-02T19:07:00,2024-11-02T20:31:00,5.69,4.25,4.07,84,15,56,2024-11
46ed1a0d-4e4,EVC-GAN-0033,Gandhinagar,Type2_AC,7.4,Highway,2024-11-02T10:22:00,2024-11-02T12:41:00,14.23,7.19,6.14,139,50,93,2024-11
93bb60e9-a3c,EVC-BHA-0007,Bhavnagar,Bharat_DC,50,Office,2024-11-02T10:17:00,2024-11-02T12:18:00,47.9,25.74,23.75,121,22,53,2024-11
27cfd43d-f70,EVC-BHA-0010,Bhavnagar,Bharat_DC,60,Mall,2024-11-02T04:38:00,2024-11-02T06:37:00,99.65,57.21,50.24,119,12,75,2024-11
be83190a-1e1,EVC-BHA-0019,Bharuch,CCS2,7.4,Public,2024-11-02T15:33:00,2024-11-02T17:39:00,10.27,5.37,4.89,126,17,54,2024-11
e883ff32-33f,EVC-SUR-0005,Surat,CHAdeMO,120,Highway,2024-11-02T17:46:00,2024-11-02T18:23:00,39.99,76.22,64.84,37,49,97,2024-11
8de7eb06-095,EVC-BHA-0057,Bhavnagar,CCS2,22,Office,2024-11-02T09:43:00,2024-11-02T10:00:00,3.32,13.66,11.7,17,11,76,2024-11
f53cb90f-d79,EVC-MEH-0070,Mehsana,Type2_AC,22,Residential,2024-11-02T13:48:00,2024-11-02T15:35:00,32.94,21.07,18.47,107,29,100,2024-11
1917d972-d15,EVC-AHM-0003,Ahmedabad,CCS2,22,Public,2024-11-02T11:41:00,2024-11-02T15:41:00,43.72,12.07,10.93,240,43,100,2024-11
35267871-330,EVC-VAD-0059,Vadodara,Bharat_DC,7.4,Mall,2024-11-02T05:28:00,2024-11-02T05:53:00,1.54,4.22,3.69,25,13,55,2024-11
8a81d1d1-65b,EVC-JAM-0041,Jamnagar,CHAdeMO,60,Office,2024-11-02T12:45:00,2024-11-02T16:20:00,90.25,29.95,25.19,215,7,41,2024-11
c7a5e2ee-fcb,EVC-RAJ-0069,Rajkot,CCS2,3.3,Residential,2024-11-02T10:47:00,2024-11-02T11:25:00,1.29,2.28,2.04,38,50,87,2024-11
7d2f4829-211,EVC-GAN-0096,Gandhinagar,CHAdeMO,120,Public,2024-11-02T20:27:00,2024-11-02T22:41:00,204.18,104.85,91.43,134,31,55,2024-11
592b07dc-788,EVC-SUR-0048,Surat,Type2_AC,150,Public,2024-11-02T13:48:00,2024-11-02T17:17:00,401.75,130.43,115.34,209,33,100,2024-11
540747d1-0e7,EVC-ANA-0058,Anand,Type2_AC,150,Mall,2024-11-02T12:27:00,2024-11-02T14:16:00,189.57,124.24,104.35,109,21,64,2024-11
9307534b-c58,EVC-ANA-0058,Anand,Type2_AC,150,Mall,2024-11-02T12:42:00,2024-11-02T13:17:00,36.58,64.67,62.71,35,14,86,2024-11
b3d71e1f-cf3,EVC-AHM-0002,Ahmedabad,CHAdeMO,60,Mall,2024-11-02T18:38:00,2024-11-02T19:12:00,14.28,26.37,25.21,34,16,87,2024-11
5e6c4e7b-543,EVC-RAJ-0040,Rajkot,CCS2,3.3,Office,2024-11-02T15:13:00,2024-11-02T17:08:00,5.23,2.97,2.73,115,22,85,2024-11
bd119cd6-789,EVC-GAN-0088,Gandhinagar,CHAdeMO,150,Public,2024-11-02T12:44:00,2024-11-02T14:13:00,183.33,131.31,123.6,89,34,67,2024-11
0e10c165-056,EVC-RAJ-0040,Rajkot,CCS2,3.3,Office,2024-11-02T22:47:00,2024-11-03T02:34:00,6.26,1.89,1.65,227,15,56,2024-11
f894a67d-3e1,EVC-SUR-0085,Surat,Type2_AC,3.3,Residential,2024-11-02T05:05:00,2024-11-02T06:15:00,2.59,2.4,2.22,70,37,100,2024-11
37b0024b-358,EVC-JUN-0034,Junagadh,Bharat_DC,7.4,Mall,2024-11-02T17:52:00,2024-11-02T21:30:00,20.29,6.44,5.58,218,40,100,2024-11
61d7f3fa-1a8,EVC-SUR-0068,Surat,CHAdeMO,60,Mall,2024-11-02T09:31:00,2024-11-02T12:03:00,102.73,47.91,40.55,152,10,69,2024-11
14461f17-571,EVC-BHA-0018,Bhavnagar,Bharat_DC,3.3,Office,2024-11-02T07:09:00,2024-11-02T07:24:00,0.47,2.0,1.87,15,40,61,2024-11
9567cae1-f93,EVC-SUR-0066,Surat,CHAdeMO,3.3,Highway,2024-11-02T20:42:00,2024-11-02T21:36:00,2.68,3.25,2.98,54,13,49,2024-11
babd0667-462,EVC-ANA-0004,Anand,Type2_AC,50,Office,2024-11-02T14:15:00,2024-11-02T17:07:00,72.6,26.27,25.33,172,44,87,2024-11
78218dff-dc8,EVC-JUN-0001,Junagadh,CCS2,22,Public,2024-11-02T08:29:00,2024-11-02T11:44:00,31.78,10.38,9.78,195,21,61,2024-11
46bc5807-8c0,EVC-BHA-0050,Bharuch,Bharat_DC,50,Highway,2024-11-02T13:44:00,2024-11-02T13:57:00,7.81,40.35,36.06,13,24,58,2024-11
c3343ac2-52d,EVC-JAM-0045,Jamnagar,Bharat_DC,120,Highway,2024-11-02T12:26:00,2024-11-02T16:01:00,378.96,124.55,105.76,215,15,77,2024-11
cc929319-615,EVC-BHA-0091,Bharuch,CHAdeMO,60,Residential,2024-11-02T12:59:00,2024-11-02T15:55:00,95.52,35.36,32.56,176,33,86,2024-11
d9f51ce0-7ab,EVC-RAJ-0064,Rajkot,CHAdeMO,120,Office,2024-11-02T05:25:00,2024-11-02T07:03:00,179.7,126.98,110.02,98,31,89,2024-11
97c42fb6-f37,EVC-RAJ-0069,Rajkot,CCS2,3.3,Residential,2024-11-02T18:35:00,2024-11-02T21:06:00,4.37,1.97,1.74,151,15,45,2024-11
8ef1186d-d7d,EVC-JAM-0077,Jamnagar,CCS2,7.4,Highway,2024-11-02T19:53:00,2024-11-02T20:42:00,2.55,3.15,3.13,49,12,38,2024-11
cc10f7b3-43b,EVC-SUR-0032,Surat,Bharat_DC,50,Public,2024-11-02T16:53:00,2024-11-02T18:20:00,32.86,25.65,22.66,87,38,82,2024-11
5395a510-cd6,EVC-JAM-0043,Jamnagar,Type2_AC,60,Office,2024-11-02T19:29:00,2024-11-02T20:24:00,25.07,30.19,27.35,55,18,62,2024-11
43bbb5fb-750,EVC-AHM-0026,Ahmedabad,CHAdeMO,22,Mall,2024-11-03T03:46:00,2024-11-03T06:31:00,50.51,20.85,18.37,165,5,49,2024-11
b6f5153d-637,EVC-AHM-0053,Ahmedabad,Type2_AC,150,Public,2024-11-03T14:47:00,2024-11-03T18:04:00,366.7,121.23,111.68,197,9,79,2024-11
cd1681ed-af3,EVC-BHA-0035,Bharuch,Type2_AC,7.4,Public,2024-11-03T18:47:00,2024-11-03T22:39:00,22.38,6.82,5.79,232,33,100,2024-11
05498f5c-0f1,EVC-MEH-0070,Mehsana,Type2_AC,22,Residential,2024-11-03T12:22:00,2024-11-03T15:51:00,68.14,20.3,19.56,209,44,65,2024-11
b47409a0-4e1,EVC-GAN-0079,Gandhinagar,CCS2,60,Residential,2024-11-03T11:35:00,2024-11-03T15:13:00,113.45,33.65,31.22,218,12,33,2024-11
32cfc0be-297,EVC-JAM-0036,Jamnagar,CHAdeMO,150,Public,2024-11-03T19:01:00,2024-11-03T20:44:00,209.52,144.25,122.05,103,27,100,2024-11
2a95a8ae-3a0,EVC-GAN-0096,Gandhinagar,CHAdeMO,120,Public,2024-11-03T16:56:00,2024-11-03T20:27:00,350.72,109.07,99.73,211,25,63,2024-11
467ce80c-c8c,EVC-GAN-0033,Gandhinagar,Type2_AC,7.4,Highway,2024-11-03T13:09:00,2024-11-03T16:46:00,16.05,4.65,4.44,217,19,65,2024-11
20f417d3-b33,EVC-JAM-0078,Jamnagar,Bharat_DC,50,Highway,2024-11-03T16:12:00,2024-11-03T19:37:00,116.17,39.05,34.0,205,22,82,2024-11
22034026-7e5,EVC-SUR-0017,Surat,CHAdeMO,22,Mall,2024-11-03T23:23:00,2024-11-04T00:55:00,14.17,9.73,9.24,92,34,61,2024-11
4b0810bd-dd5,EVC-BHA-0007,Bhavnagar,Bharat_DC,50,Office,2024-11-03T19:10:00,2024-11-03T22:00:00,84.86,31.76,29.95,170,40,100,2024-11
1852c64e-fab,EVC-RAJ-0089,Rajkot,Bharat_DC,22,Residential,2024-11-03T16:44:00,2024-11-03T20:11:00,44.54,13.67,12.91,207,25,75,2024-11
ca357559-c2a,EVC-AHM-0022,Ahmedabad,CHAdeMO,120,Highway,2024-11-03T18:28:00,2024-11-03T18:52:00,40.48,112.07,101.19,24,28,97,2024-11
378206c2-811,EVC-RAJ-0072,Rajkot,CHAdeMO,7.4,Public,2024-11-03T10:18:00,2024-11-03T13:38:00,21.44,6.64,6.43,200,37,61,2024-11
896ef11f-bcf,EVC-ANA-0058,Anand,Type2_AC,150,Mall,2024-11-03T09:51:00,2024-11-03T11:18:00,194.81,159.48,134.35,87,26,65,2024-11
756fad8f-53b,EVC-SUR-0011,Surat,Type2_AC,3.3,Residential,2024-11-03T18:53:00,2024-11-03T19:17:00,0.97,2.91,2.43,24,24,97,2024-11
07908bea-151,EVC-GAN-0047,Gandhinagar,Bharat_DC,120,Mall,2024-11-03T07:38:00,2024-11-03T11:17:00,279.58,86.93,76.6,219,8,56,2024-11
549fb5a5-7c3,EVC-RAJ-0040,Rajkot,CCS2,3.3,Office,2024-11-03T18:15:00,2024-11-03T20:04:00,5.25,2.91,2.89,109,40,100,2024-11
8a35c7b7-8dd,EVC-VAD-0056,Vadodara,Bharat_DC,120,Office,2024-11-03T08:21:00,2024-11-03T09:17:00,59.36,67.05,63.6,56,40,100,2024-11
164907fb-ad7,EVC-JAM-0024,Jamnagar,CCS2,7.4,Office,2024-11-03T22:40:00,2024-11-03T23:08:00,3.04,7.35,6.52,28,18,51,2024-11
61218f3f-c7d,EVC-GAN-0046,Gandhinagar,Bharat_DC,50,Highway,2024-11-03T22:26:00,2024-11-04T02:06:00,120.16,37.93,32.77,220,26,100,2024-11
8538ae0a-48e,EVC-GAN-0100,Gandhinagar,Type2_AC,120,Public,2024-11-03T10:29:00,2024-11-03T12:47:00,199.41,92.6,86.7,138,27,95,2024-11
e91993a6-bfe,EVC-SUR-0017,Surat,CHAdeMO,22,Mall,2024-11-03T19:27:00,2024-11-03T21:27:00,31.04,17.89,15.52,120,44,67,2024-11
0d716946-706,EVC-AHM-0095,Ahmedabad,CHAdeMO,120,Office,2024-11-03T11:26:00,2024-11-03T14:05:00,200.77,87.28,75.76,159,21,49,2024-11
04a23ef2-ea5,EVC-JAM-0049,Jamnagar,Bharat_DC,60,Public,2024-11-03T19:56:00,2024-11-03T22:43:00,88.06,36.18,31.64,167,7,53,2024-11
51fdca24-629,EVC-JAM-0055,Jamnagar,Bharat_DC,22,Highway,2024-11-03T13:41:00,2024-11-03T16:23:00,53.48,22.21,19.81,162,11,68,2024-11
9ad8432f-743,EVC-SUR-0008,Surat,Bharat_DC,120,Office,2024-11-03T10:33:00,2024-11-03T13:52:00,339.76,104.43,102.44,199,35,69,2024-11
b940ac4e-6aa,EVC-SUR-0048,Surat,Type2_AC,150,Public,2024-11-03T18:15:00,2024-11-03T20:54:00,267.37,108.67,100.89,159,18,94,2024-11
3ed116e7-00a,EVC-MEH-0006,Mehsana,CCS2,120,Mall,2024-11-03T19:11:00,2024-11-03T23:03:00,401.76,104.93,103.9,232,14,53,2024-11
8e4ec107-256,EVC-RAJ-0040,Rajkot,CCS2,3.3,Office,2024-11-03T20:54:00,2024-11-03T23:35:00,5.22,2.33,1.95,161,5,69,2024-11
2cb6fc1f-9e2,EVC-SUR-0060,Surat,Bharat_DC,7.4,Office,2024-11-03T10:58:00,2024-11-03T12:30:00,9.53,6.47,6.22,92,41,99,2024-11
735cb67e-092,EVC-ANA-0042,Anand,CCS2,3.3,Public,2024-11-03T07:10:00,2024-11-03T07:47:00,1.87,3.22,3.03,37,8,86,2024-11
3f1b1ccd-b5e,EVC-GAN-0033,Gandhinagar,Type2_AC,7.4,Highway,2024-11-03T18:36:00,2024-11-03T22:07:00,18.74,5.64,5.33,211,20,62,2024-11
812078d9-3a6,EVC-AHM-0095,Ahmedabad,CHAdeMO,120,Office,2024-11-03T17:47:00,2024-11-03T18:40:00,44.56,51.33,50.44,53,42,96,2024-11
41a40140-6d2,EVC-AHM-0013,Ahmedabad,Bharat_DC,22,Residential,2024-11-03T10:44:00,2024-11-03T12:16:00,26.18,17.41,17.07,92,16,72,2024-11
69096d56-c97,EVC-MEH-0029,Mehsana,Bharat_DC,60,Office,2024-11-03T10:05:00,2024-11-03T11:02:00,28.36,34.62,29.86,57,21,58,2024-11
535c77f3-45f,EVC-SUR-0066,Surat,CHAdeMO,3.3,Highway,2024-11-03T17:57:00,2024-11-03T19:32:00,2.1,1.54,1.32,95,21,45,2024-11
1b77c80e-93b,EVC-JAM-0080,Jamnagar,CHAdeMO,120,Residential,2024-11-03T16:11:00,2024-11-03T19:47:00,318.31,93.18,88.42,216,12,57,2024-11
43a39a0f-cc6,EVC-AHM-0097,Ahmedabad,CCS2,3.3,Mall,2024-11-03T10:13:00,2024-11-03T12:39:00,5.15,2.21,2.12,146,50,100,2024-11
bef842e4-9b1,EVC-JUN-0001,Junagadh,CCS2,22,Public,2024-11-03T18:27:00,2024-11-03T22:11:00,55.69,16.72,14.92,224,37,81,2024-11
7664e9fa-99e,EVC-ANA-0058,Anand,Type2_AC,150,Mall,2024-11-03T20:51:00,2024-11-03T22:48:00,228.02,128.51,116.94,117,10,56,2024-11
cb5035c5-f4b,EVC-SUR-0060,Surat,Bharat_DC,7.4,Office,2024-11-03T14:45:00,2024-11-03T16:51:00,8.35,4.05,3.98,126,34,59,2024-11
995fea60-949,EVC-BHA-0050,Bharuch,Bharat_DC,50,Highway,2024-11-03T17:44:00,2024-11-03T18:38:00,23.08,30.01,25.64,54,35,73,2024-11
58bddabd-622,EVC-BHA-0050,Bharuch,Bharat_DC,50,Highway,2024-11-03T18:03:00,2024-11-03T18:50:00,18.88,25.67,24.1,47,28,100,2024-11
1dfcad5c-b34,EVC-AHM-0073,Ahmedabad,CCS2,3.3,Residential,2024-11-03T13:13:00,2024-11-03T16:43:00,8.4,2.81,2.4,210,38,97,2024-11
e524c81b-ce2,EVC-JAM-0077,Jamnagar,CCS2,7.4,Highway,2024-11-03T08:17:00,2024-11-03T11:29:00,13.27,4.38,4.15,192,24,87,2024-11
d2d54fb9-d27,EVC-JAM-0080,Jamnagar,CHAdeMO,120,Residential,2024-11-04T16:11:00,2024-11-04T18:47:00,264.32,112.13,101.66,156,29,77,2024-11
a75725c1-810,EVC-RAJ-0089,Rajkot,Bharat_DC,22,Residential,2024-11-04T18:57:00,2024-11-04T19:22:00,4.42,11.88,10.6,25,44,100,2024-11
6ab5a8c4-729,EVC-SUR-0048,Surat,Type2_AC,150,Public,2024-11-04T21:21:00,2024-11-04T23:11:00,132.01,77.07,72.0,110,47,72,2024-11
88da7b85-d19,EVC-JUN-0034,Junagadh,Bharat_DC,7.4,Mall,2024-11-04T20:27:00,2024-11-04T21:11:00,4.04,6.49,5.5,44,24,100,2024-11
571a498e-710,EVC-SUR-0011,Surat,Type2_AC,3.3,Residential,2024-11-04T02:29:00,2024-11-04T03:35:00,2.05,2.09,1.86,66,8,42,2024-11
898806c5-505,EVC-BHA-0019,Bharuch,CCS2,7.4,Public,2024-11-04T04:00:00,2024-11-04T05:40:00,9.52,6.3,5.71,100,6,28,2024-11
cdc81884-ea6,EVC-JAM-0074,Jamnagar,CCS2,50,Residential,2024-11-04T17:52:00,2024-11-04T18:19:00,18.69,49.1,41.54,27,50,87,2024-11
ff175279-748,EVC-JAM-0077,Jamnagar,CCS2,7.4,Highway,2024-11-04T08:25:00,2024-11-04T11:01:00,17.69,7.31,6.8,156,22,63,2024-11
0bb28de9-dae,EVC-GAN-0071,Gandhinagar,Bharat_DC,22,Mall,2024-11-04T08:47:00,2024-11-04T08:57:00,2.49,17.88,14.92,10,42,64,2024-11
68101524-e26,EVC-AHM-0095,Ahmedabad,CHAdeMO,120,Office,2024-11-04T18:13:00,2024-11-04T19:00:00,73.67,110.5,94.05,47,29,87,2024-11
96ce638a-41c,EVC-ANA-0012,Anand,Type2_AC,50,Residential,2024-11-04T13:58:00,2024-11-04T14:40:00,28.52,43.19,40.74,42,12,48,2024-11
e27fa62c-09e,EVC-RAJ-0040,Rajkot,CCS2,3.3,Office,2024-11-04T08:50:00,2024-11-04T09:56:00,2.83,2.59,2.58,66,11,71,2024-11
f7ca9223-f24,EVC-AHM-0065,Ahmedabad,Bharat_DC,7.4,Public,2024-11-04T12:57:00,2024-11-04T14:28:00,9.37,6.19,6.18,91,35,90,2024-11
84427032-5d5,EVC-BHA-0038,Bharuch,CCS2,7.4,Office,2024-11-04T14:31:00,2024-11-04T15:50:00,8.39,7.28,6.37,79,48,72,2024-11
d37fd193-6ce,EVC-JAM-0036,Jamnagar,CHAdeMO,150,Public,2024-11-04T13:01:00,2024-11-04T16:55:00,305.93,90.65,78.44,234,9,59,2024-11
1c229661-0f8,EVC-AHM-0003,Ahmedabad,CCS2,22,Public,2024-11-05T07:03:00,2024-11-05T10:11:00,49.67,17.1,15.85,188,27,50,2024-11
41dbf24f-1b5,EVC-JAM-0024,Jamnagar,CCS2,7.4,Office,2024-11-05T08:21:00,2024-11-05T12:21:00,23.94,7.09,5.99,240,39,100,2024-11
b059a98a-af7,EVC-VAD-0090,Vadodara,CHAdeMO,150,Highway,2024-11-05T06:41:00,2024-11-05T09:59:00,448.22,145.29,135.82,198,44,98,2024-11
9a398821-03f,EVC-AHM-0053,Ahmedabad,Type2_AC,150,Public,2024-11-05T17:16:00,2024-11-05T17:30:00,28.55,135.47,122.37,14,14,58,2024-11
f241ac4a-0e0,EVC-RAJ-0064,Rajkot,CHAdeMO,120,Office,2024-11-05T09:37:00,2024-11-05T11:44:00,144.09,69.65,68.08,127,47,100,2024-11
870ebc3c-6b6,EVC-RAJ-0064,Rajkot,CHAdeMO,120,Office,2024-11-05T17:26:00,2024-11-05T18:05:00,46.33,83.7,71.28,39,39,100,2024-11
ca0282d5-edc,EVC-GAN-0083,Gandhinagar,Bharat_DC,22,Highway,2024-11-05T14:38:00,2024-11-05T16:07:00,27.13,21.3,18.29,89,35,100,2024-11
47f04f28-221,EVC-BHA-0007,Bhavnagar,Bharat_DC,50,Office,2024-11-05T19:14:00,2024-11-05T23:01:00,77.75,24.12,20.55,227,31,79,2024-11
beb7e770-42d,EVC-BHA-0015,Bharuch,CCS2,3.3,Office,2024-11-05T06:02:00,2024-11-05T08:04:00,3.69,2.14,1.82,122,35,76,2024-11
ebae34e7-819,EVC-JAM-0049,Jamnagar,Bharat_DC,60,Public,2024-11-05T18:38:00,2024-11-05T20:09:00,69.38,51.99,45.74,91,20,65,2024-11
7ab6d1f8-f10,EVC-JAM-0036,Jamnagar,CHAdeMO,150,Public,2024-11-05T15:16:00,2024-11-05T16:29:00,79.36,70.97,65.23,73,48,98,2024-11
521cf59d-219,EVC-JUN-0034,Junagadh,Bharat_DC,7.4,Mall,2024-11-05T10:28:00,2024-11-05T12:30:00,11.47,6.58,5.64,122,41,100,2024-11
25630261-721,EVC-SUR-0054,Surat,Bharat_DC,60,Mall,2024-11-05T21:35:00,2024-11-05T21:47:00,4.96,29.43,24.78,12,28,81,2024-11
f0c09657-b07,EVC-RAJ-0030,Rajkot,Bharat_DC,3.3,Public,2024-11-05T08:57:00,2024-11-05T11:20:00,5.89,2.58,2.47,143,38,89,2024-11
c59357f7-444,EVC-RAJ-0040,Rajkot,CCS2,3.3,Office,2024-11-05T17:38:00,2024-11-05T20:13:00,7.82,3.25,3.03,155,39,63,2024-11
cebf5352-113,EVC-BHA-0091,Bharuch,CHAdeMO,60,Residential,2024-11-05T09:46:00,2024-11-05T10:50:00,47.92,46.73,44.92,64,44,68,2024-11
39312a09-a28,EVC-SUR-0052,Surat,CHAdeMO,120,Highway,2024-11-05T18:25:00,2024-11-05T21:40:00,261.79,96.34,80.55,195,22,72,2024-11
098375c2-fa1,EVC-SUR-0099,Surat,CHAdeMO,150,Public,2024-11-05T12:12:00,2024-11-05T14:16:00,237.94,133.83,115.13,124,40,93,2024-11
09282fdf-c36,EVC-BHA-0075,Bharuch,CHAdeMO,120,Residential,2024-11-05T10:39:00,2024-11-05T12:47:00,224.55,123.71,105.26,128,44,100,2024-11
79839897-a75,EVC-VAD-0059,Vadodara,Bharat_DC,7.4,Mall,2024-11-05T20:51:00,2024-11-05T21:07:00,1.77,6.93,6.62,16,10,38,2024-11
13b1e375-974,EVC-ANA-0058,Anand,Type2_AC,150,Mall,2024-11-05T08:44:00,2024-11-05T11:51:00,223.91,84.39,71.84,187,41,69,2024-11
1a692cdd-723,EVC-AHM-0023,Ahmedabad,CCS2,7.4,Highway,2024-11-05T12:25:00,2024-11-05T14:38:00,14.83,7.5,6.69,133,11,33,2024-11
88a200e6-720,EVC-AHM-0097,Ahmedabad,CCS2,3.3,Mall,2024-11-05T16:07:00,2024-11-05T19:21:00,9.05,3.28,2.8,194,36,100,2024-11
c0cdba95-d3c,EVC-AHM-0026,Ahmedabad,CHAdeMO,22,Mall,2024-11-06T20:47:00,2024-11-07T00:15:00,49.52,16.04,14.28,208,24,54,2024-11
3cea9c73-a96,EVC-RAJ-0069,Rajkot,CCS2,3.3,Residential,2024-11-06T09:28:00,2024-11-06T11:11:00,3.0,2.03,1.75,103,36,82,2024-11
97fc2894-338,EVC-MEH-0067,Mehsana,CHAdeMO,150,Public,2024-11-06T09:52:00,2024-11-06T13:15:00,329.95,99.75,97.52,203,21,62,2024-11
09ac12d3-864,EVC-VAD-0098,Vadodara,CCS2,150,Highway,2024-11-06T03:09:00,2024-11-06T04:16:00,80.54,82.51,72.13,67,47,92,2024-11
6e4def92-ab9,EVC-GAN-0079,Gandhinagar,CCS2,60,Residential,2024-11-06T12:46:00,2024-11-06T13:11:00,18.14,44.79,43.53,25,39,91,2024-11
78a44cec-292,EVC-ANA-0063,Anand,Type2_AC,120,Highway,2024-11-06T11:24:00,2024-11-06T15:18:00,273.86,82.01,70.22,234,10,90,2024-11
5a5b2324-375,EVC-MEH-0006,Mehsana,CCS2,120,Mall,2024-11-06T09:20:00,2024-11-06T10:03:00,67.98,103.2,94.86,43,9,34,2024-11
16cd9f53-41d,EVC-GAN-0088,Gandhinagar,CHAdeMO,150,Public,2024-11-06T15:50:00,2024-11-06T17:27:00,108.46,74.31,67.09,97,18,55,2024-11
29ec6aca-881,EVC-BHA-0075,Bharuch,CHAdeMO,120,Residential,2024-11-06T09:16:00,2024-11-06T09:57:00,59.49,95.49,87.06,41,37,89,2024-11
124ebfdf-1f6,EVC-BHA-0016,Bhavnagar,CCS2,120,Office,2024-11-06T20:32:00,2024-11-06T21:14:00,58.86,96.23,84.09,42,43,93,2024-11
714a0ad2-c0c,EVC-ANA-0042,Anand,CCS2,3.3,Public,2024-11-06T07:01:00,2024-11-06T07:16:00,0.57,2.28,2.26,15,32,92,2024-11
21ed7464-2e7,EVC-GAN-0083,Gandhinagar,Bharat_DC,22,Highway,2024-11-06T16:46:00,2024-11-06T18:20:00,28.89,18.77,18.44,94,49,100,2024-11
e3988b4a-388,EVC-RAJ-0027,Rajkot,Type2_AC,150,Highway,2024-11-06T20:32:00,2024-11-06T23:42:00,210.69,68.77,66.53,190,46,100,2024-11
30a8f1bb-029,EVC-MEH-0006,Mehsana,CCS2,120,Mall,2024-11-06T15:10:00,2024-11-06T17:55:00,193.06,73.99,70.2,165,14,83,2024-11
eb6154c9-63b,EVC-JAM-0036,Jamnagar,CHAdeMO,150,Public,2024-11-06T10:39:00,2024-11-06T12:52:00,301.09,142.8,135.83,133,42,88,2024-11
6ca94e89-f9e,EVC-BHA-0075,Bharuch,CHAdeMO,120,Residential,2024-11-06T20:29:00,2024-11-06T23:28:00,187.16,74.07,62.73,179,41,100,2024-11
960ae6c4-1a7,EVC-SUR-0017,Surat,CHAdeMO,22,Mall,2024-11-06T07:46:00,2024-11-06T11:18:00,69.45,20.09,19.65,212,37,100,2024-11
76874c04-247,EVC-MEH-0006,Mehsana,CCS2,120,Mall,2024-11-06T18:04:00,2024-11-06T19:30:00,145.62,108.94,101.59,86,16,87,2024-11
ea48e588-df7,EVC-JAM-0074,Jamnagar,CCS2,50,Residential,2024-11-06T20:28:00,2024-11-06T21:19:00,22.62,30.01,26.62,51,9,76,2024-11
2bfe97ea-b69,EVC-JAM-0036,Jamnagar,CHAdeMO,150,Public,2024-11-06T08:20:00,2024-11-06T09:17:00,111.33,134.17,117.19,57,39,100,2024-11
74b854ff-2a7,EVC-RAJ-0087,Rajkot,Type2_AC,7.4,Highway,2024-11-06T11:58:00,2024-11-06T15:36:00,21.67,6.37,5.96,218,47,83,2024-11
3a8d48a9-1bf,EVC-JAM-0078,Jamnagar,Bharat_DC,50,Highway,2024-11-06T00:27:00,2024-11-06T01:32:00,41.75,41.92,38.54,65,13,89,2024-11
3af9eb2e-a82,EVC-GAN-0096,Gandhinagar,CHAdeMO,120,Public,2024-11-06T07:22:00,2024-11-06T10:15:00,286.97,100.41,99.53,173,24,82,2024-11
760af883-8a6,EVC-RAJ-0027,Rajkot,Type2_AC,150,Highway,2024-11-06T13:49:00,2024-11-06T16:21:00,253.39,104.81,100.02,152,10,83,2024-11
2b004cdb-22c,EVC-SUR-0099,Surat,CHAdeMO,150,Public,2024-11-06T21:02:00,2024-11-06T23:39:00,337.56,140.52,129.0,157,13,90,2024-11
f7cbcb03-50d,EVC-AHM-0003,Ahmedabad,CCS2,22,Public,2024-11-06T11:25:00,2024-11-06T14:18:00,51.84,20.02,17.98,173,20,94,2024-11
ff503a1c-bf7,EVC-AHM-0053,Ahmedabad,Type2_AC,150,Public,2024-11-06T17:33:00,2024-11-06T18:30:00,78.07,88.02,82.18,57,17,87,2024-11
89a303c6-5cb,EVC-SUR-0048,Surat,Type2_AC,150,Public,2024-11-06T18:00:00,2024-11-06T18:40:00,89.65,161.07,134.47,40,28,61,2024-11
f4b031fc-e60,EVC-VAD-0098,Vadodara,CCS2,150,Highway,2024-11-06T19:06:00,2024-11-06T21:28:00,286.11,125.36,120.89,142,8,57,2024-11
